t x
0.0 0.024680767854459797
0.02040816326530612 0.22241218225770645
0.04081632653061224 0.28463166546290275
0.061224489795918366 0.42527444488198013
0.08163265306122448 0.532717714510192
0.1020408163265306 0.6540221153955464
0.12244897959183673 0.7505253865680585
0.14285714285714285 0.8567975730183934
0.16326530612244897 0.9305158163778284
0.18367346938775508 0.9496904367318448
0.2040816326530612 0.9780067953652702
0.22448979591836732 1.003904182425984
0.24489795918367346 1.0208443105385598
0.26530612244897955 1.001219491882455
0.2857142857142857 1.0611099734442848
0.3061224489795918 0.9501869160378831
0.32653061224489793 0.9166304263391607
0.3469387755102041 0.8990626450950086
0.36734693877551017 0.7709091042336874
0.3877551020408163 0.6718837351704583
0.4081632653061224 0.5978337432434474
0.42857142857142855 0.46893387809801795
0.44897959183673464 0.3284706305916732
0.4693877551020408 0.22691810201045381
0.4897959183673469 0.07230655588607622
0.5102040816326531 -0.02409209896226163
0.5306122448979591 -0.12238636202485795
0.5510204081632653 -0.29952055422732454
0.5714285714285714 -0.3599681454634096
0.5918367346938775 -0.5138305615927375
0.6122448979591836 -0.6296142604497047
0.6326530612244897 -0.734419026747911
0.6530612244897959 -0.7674627395607714
0.673469387755102 -0.8595400889277742
0.6938775510204082 -0.8513134925475259
0.7142857142857142 -0.8863527437189207
0.7346938775510203 -0.9909425849125397
0.7551020408163265 -0.9847235597429318
0.7755102040816326 -0.9816539602978093
0.7959183673469387 -0.9298664884184653
0.8163265306122448 -0.9127343144728147
0.836734693877551 -0.8210757868086072
0.8571428571428571 -0.7688375321641986
0.8775510204081632 -0.6803047316351627
0.8979591836734693 -0.5844922916583649
0.9183673469387754 -0.4559219711863821
0.9387755102040816 -0.35362202605908594
0.9591836734693877 -0.20979417447785734
0.9795918367346939 -0.07854818032900326
1.0 0.08148890291473697
